sample,count
gold_subject_003108_atlas_in_t1_copy1,3
gold_subject_003108_atlas_in_t1_copy2,3
gold_subject_003108_atlas_in_t1_copy3,3
gold_subject_003108_t1_in_atlas_copy1,2
gold_subject_003108_t1_in_atlas_copy2,3
gold_subject_003108_t1_in_atlas_copy3,3
gold_subject_003173_atlas_in_t1_copy1,3
gold_subject_003173_atlas_in_t1_copy2,3
gold_subject_003173_atlas_in_t1_copy3,3
gold_subject_003173_t1_in_atlas_copy1,3
gold_subject_003173_t1_in_atlas_copy2,3
gold_subject_003173_t1_in_atlas_copy3,2
gold_subject_003201_atlas_in_t1_copy1,3
gold_subject_003201_atlas_in_t1_copy2,2
gold_subject_003201_atlas_in_t1_copy3,3
gold_subject_003201_t1_in_atlas_copy1,3
gold_subject_003201_t1_in_atlas_copy2,3
gold_subject_003201_t1_in_atlas_copy3,3
gold_subject_003227_atlas_in_t1_copy1,2
gold_subject_003227_atlas_in_t1_copy2,3
gold_subject_003227_atlas_in_t1_copy3,3
gold_subject_003227_t1_in_atlas_copy1,3
gold_subject_003227_t1_in_atlas_copy2,3
gold_subject_003227_t1_in_atlas_copy3,3
gold_subject_003471_atlas_in_t1_copy1,3
gold_subject_003471_atlas_in_t1_copy2,2
gold_subject_003471_atlas_in_t1_copy3,3
gold_subject_003471_t1_in_atlas_copy1,3
gold_subject_003471_t1_in_atlas_copy2,3
gold_subject_003471_t1_in_atlas_copy3,3
gold_subject_003652_t1_in_atlas_copy1,3
gold_subject_003652_t1_in_atlas_copy2,3
gold_subject_003652_t1_in_atlas_copy3,3
subject_000001_atlas_in_t1,2
subject_000001_t1_in_atlas,3
subject_000002_atlas_in_t1,2
subject_000002_t1_in_atlas,2
subject_000003_atlas_in_t1,3
subject_000003_t1_in_atlas,3
subject_000004_atlas_in_t1,3
subject_000004_t1_in_atlas,2
subject_000005_atlas_in_t1,3
subject_000005_t1_in_atlas,2
subject_000006_atlas_in_t1,2
subject_000006_t1_in_atlas,3
subject_000007_atlas_in_t1,3
subject_000007_t1_in_atlas,3
subject_000009_atlas_in_t1,3
subject_000009_t1_in_atlas,3
subject_000011_atlas_in_t1,3
subject_000011_t1_in_atlas,3
subject_000012_atlas_in_t1,3
subject_000012_t1_in_atlas,2
subject_000014_atlas_in_t1,3
subject_000014_t1_in_atlas,2
subject_000015_atlas_in_t1,2
subject_000015_t1_in_atlas,3
subject_000016_atlas_in_t1,3
subject_000016_t1_in_atlas,3
subject_000017_atlas_in_t1,3
subject_000017_t1_in_atlas,3
subject_000018_atlas_in_t1,3
subject_000018_t1_in_atlas,2
subject_000019_atlas_in_t1,2
subject_000019_t1_in_atlas,2
subject_000020_atlas_in_t1,2
subject_000020_t1_in_atlas,2
subject_000021_atlas_in_t1,2
subject_000021_t1_in_atlas,3
subject_000022_atlas_in_t1,3
subject_000022_t1_in_atlas,3
subject_000024_atlas_in_t1,3
subject_000024_t1_in_atlas,2
subject_000025_atlas_in_t1,3
subject_000025_t1_in_atlas,2
subject_000026_atlas_in_t1,3
subject_000026_t1_in_atlas,3
subject_000027_atlas_in_t1,2
subject_000027_t1_in_atlas,3
subject_000028_atlas_in_t1,3
subject_000028_t1_in_atlas,3
subject_000029_atlas_in_t1,3
subject_000029_t1_in_atlas,2
subject_000030_atlas_in_t1,2
subject_000030_t1_in_atlas,3
subject_000031_atlas_in_t1,3
subject_000031_t1_in_atlas,3
subject_000032_atlas_in_t1,3
subject_000032_t1_in_atlas,2
subject_000033_atlas_in_t1,2
subject_000033_t1_in_atlas,3
subject_000035_atlas_in_t1,3
subject_000035_t1_in_atlas,3
subject_000037_atlas_in_t1,3
subject_000037_t1_in_atlas,3
subject_000040_atlas_in_t1,3
subject_000040_t1_in_atlas,2
subject_000042_atlas_in_t1,3
subject_000042_t1_in_atlas,2
subject_000043_atlas_in_t1,3
subject_000043_t1_in_atlas,3
subject_000044_atlas_in_t1,3
subject_000044_t1_in_atlas,2
subject_000045_atlas_in_t1,2
subject_000045_t1_in_atlas,3
subject_000048_atlas_in_t1,3
subject_000048_t1_in_atlas,2
subject_000049_atlas_in_t1,3
subject_000049_t1_in_atlas,3
subject_000051_atlas_in_t1,3
subject_000051_t1_in_atlas,3
subject_000052_atlas_in_t1,3
subject_000052_t1_in_atlas,3
subject_000053_atlas_in_t1,2
subject_000053_t1_in_atlas,3
subject_000054_atlas_in_t1,3
subject_000054_t1_in_atlas,3
subject_000055_atlas_in_t1,2
subject_000055_t1_in_atlas,2
subject_000056_atlas_in_t1,3
subject_000056_t1_in_atlas,3
subject_000057_atlas_in_t1,2
subject_000057_t1_in_atlas,3
subject_000058_atlas_in_t1,3
subject_000058_t1_in_atlas,3
subject_000059_atlas_in_t1,3
subject_000059_t1_in_atlas,3
subject_000060_atlas_in_t1,2
subject_000060_t1_in_atlas,3
subject_000061_atlas_in_t1,3
subject_000061_t1_in_atlas,3
subject_000064_atlas_in_t1,2
subject_000064_t1_in_atlas,2
subject_000065_atlas_in_t1,3
subject_000065_t1_in_atlas,3
subject_000066_atlas_in_t1,2
subject_000066_t1_in_atlas,3
subject_000067_atlas_in_t1,3
subject_000067_t1_in_atlas,3
subject_000068_atlas_in_t1,3
subject_000068_t1_in_atlas,3
subject_000069_atlas_in_t1,3
subject_000069_t1_in_atlas,3
subject_000070_atlas_in_t1,3
subject_000070_t1_in_atlas,3
subject_000071_atlas_in_t1,3
subject_000071_t1_in_atlas,3
subject_000072_atlas_in_t1,2
subject_000072_t1_in_atlas,2
subject_000074_atlas_in_t1,3
subject_000074_t1_in_atlas,3
subject_000075_atlas_in_t1,3
subject_000075_t1_in_atlas,3
subject_000076_atlas_in_t1,3
subject_000076_t1_in_atlas,3
subject_000077_atlas_in_t1,3
subject_000077_t1_in_atlas,3
subject_000078_atlas_in_t1,3
subject_000078_t1_in_atlas,2
subject_000079_atlas_in_t1,3
subject_000079_t1_in_atlas,3
subject_000080_atlas_in_t1,2
subject_000080_t1_in_atlas,2
subject_000081_atlas_in_t1,2
subject_000081_t1_in_atlas,2
subject_000082_atlas_in_t1,3
subject_000082_t1_in_atlas,2
subject_000083_atlas_in_t1,2
subject_000083_t1_in_atlas,3
subject_000084_atlas_in_t1,3
subject_000084_t1_in_atlas,2
subject_000085_atlas_in_t1,3
subject_000085_t1_in_atlas,3
subject_000086_atlas_in_t1,3
subject_000086_t1_in_atlas,3
subject_000087_atlas_in_t1,3
subject_000087_t1_in_atlas,3
subject_000088_atlas_in_t1,2
subject_000088_t1_in_atlas,3
subject_000089_atlas_in_t1,2
subject_000089_t1_in_atlas,3
subject_000090_atlas_in_t1,3
subject_000090_t1_in_atlas,3
subject_000091_atlas_in_t1,3
subject_000091_t1_in_atlas,3
subject_000092_atlas_in_t1,3
subject_000092_t1_in_atlas,3
subject_000093_atlas_in_t1,3
subject_000093_t1_in_atlas,3
subject_000094_atlas_in_t1,2
subject_000094_t1_in_atlas,2
subject_000095_atlas_in_t1,3
subject_000095_t1_in_atlas,2
subject_000096_atlas_in_t1,2
subject_000096_t1_in_atlas,2
subject_000097_atlas_in_t1,3
subject_000097_t1_in_atlas,2
subject_000098_atlas_in_t1,3
subject_000098_t1_in_atlas,3
subject_000099_atlas_in_t1,3
subject_000099_t1_in_atlas,3
subject_000100_atlas_in_t1,3
subject_000100_t1_in_atlas,3
subject_000101_atlas_in_t1,3
subject_000101_t1_in_atlas,2
subject_000102_atlas_in_t1,2
subject_000102_t1_in_atlas,3
subject_000103_atlas_in_t1,3
subject_000103_t1_in_atlas,2
subject_000104_atlas_in_t1,3
subject_000104_t1_in_atlas,3
subject_000105_atlas_in_t1,3
subject_000105_t1_in_atlas,3
subject_000107_atlas_in_t1,3
subject_000107_t1_in_atlas,3
subject_000108_atlas_in_t1,3
subject_000108_t1_in_atlas,2
subject_000110_atlas_in_t1,3
subject_000110_t1_in_atlas,3
subject_000111_atlas_in_t1,2
subject_000111_t1_in_atlas,3
subject_000113_atlas_in_t1,3
subject_000113_t1_in_atlas,3
subject_000114_atlas_in_t1,3
subject_000114_t1_in_atlas,3
subject_000115_atlas_in_t1,3
subject_000115_t1_in_atlas,3
subject_000116_atlas_in_t1,2
subject_000116_t1_in_atlas,3
subject_000117_atlas_in_t1,3
subject_000117_t1_in_atlas,2
subject_000118_atlas_in_t1,3
subject_000118_t1_in_atlas,2
subject_000119_atlas_in_t1,3
subject_000119_t1_in_atlas,3
subject_000122_atlas_in_t1,2
subject_000122_t1_in_atlas,2
subject_000123_atlas_in_t1,3
subject_000123_t1_in_atlas,3
subject_000124_atlas_in_t1,3
subject_000124_t1_in_atlas,2
subject_000125_atlas_in_t1,3
subject_000125_t1_in_atlas,3
subject_000126_atlas_in_t1,3
subject_000126_t1_in_atlas,2
subject_000128_atlas_in_t1,2
subject_000128_t1_in_atlas,3
subject_000129_atlas_in_t1,3
subject_000129_t1_in_atlas,2
subject_000130_atlas_in_t1,2
subject_000130_t1_in_atlas,2
subject_000131_atlas_in_t1,2
subject_000131_t1_in_atlas,3
subject_000132_atlas_in_t1,3
subject_000132_t1_in_atlas,2
subject_000133_atlas_in_t1,3
subject_000133_t1_in_atlas,3
subject_000134_atlas_in_t1,2
subject_000134_t1_in_atlas,3
subject_000135_atlas_in_t1,3
subject_000135_t1_in_atlas,2
subject_000136_atlas_in_t1,3
subject_000136_t1_in_atlas,3
subject_000137_atlas_in_t1,3
subject_000137_t1_in_atlas,3
subject_000138_atlas_in_t1,3
subject_000138_t1_in_atlas,2
subject_000139_atlas_in_t1,2
subject_000139_t1_in_atlas,3
subject_000140_atlas_in_t1,2
subject_000140_t1_in_atlas,2
subject_000141_atlas_in_t1,2
subject_000141_t1_in_atlas,2
subject_000142_atlas_in_t1,3
subject_000142_t1_in_atlas,3
subject_000143_atlas_in_t1,3
subject_000143_t1_in_atlas,3
subject_000144_atlas_in_t1,3
subject_000144_t1_in_atlas,3
subject_000145_atlas_in_t1,3
subject_000145_t1_in_atlas,3
subject_000147_atlas_in_t1,3
subject_000147_t1_in_atlas,2
subject_000148_atlas_in_t1,3
subject_000148_t1_in_atlas,3
subject_000149_atlas_in_t1,3
subject_000149_t1_in_atlas,3
subject_000151_atlas_in_t1,3
subject_000151_t1_in_atlas,3
subject_000152_atlas_in_t1,3
subject_000152_t1_in_atlas,2
subject_000153_atlas_in_t1,3
subject_000153_t1_in_atlas,2
subject_000155_atlas_in_t1,2
subject_000155_t1_in_atlas,3
subject_000157_atlas_in_t1,2
subject_000157_t1_in_atlas,3
subject_000158_atlas_in_t1,2
subject_000158_t1_in_atlas,3
subject_000159_atlas_in_t1,3
subject_000159_t1_in_atlas,2
subject_000160_atlas_in_t1,3
subject_000160_t1_in_atlas,3
subject_000161_atlas_in_t1,3
subject_000161_t1_in_atlas,3
subject_000162_atlas_in_t1,3
subject_000162_t1_in_atlas,3
subject_000163_atlas_in_t1,3
subject_000163_t1_in_atlas,2
subject_000164_atlas_in_t1,3
subject_000164_t1_in_atlas,2
subject_000165_atlas_in_t1,3
subject_000165_t1_in_atlas,2
subject_000166_atlas_in_t1,3
subject_000166_t1_in_atlas,2
subject_000168_atlas_in_t1,2
subject_000168_t1_in_atlas,3
subject_000169_atlas_in_t1,3
subject_000169_t1_in_atlas,3
subject_000170_atlas_in_t1,2
subject_000170_t1_in_atlas,3
subject_000171_atlas_in_t1,3
subject_000171_t1_in_atlas,3
subject_000172_atlas_in_t1,3
subject_000172_t1_in_atlas,3
subject_000173_atlas_in_t1,3
subject_000173_t1_in_atlas,3
subject_000174_atlas_in_t1,3
subject_000174_t1_in_atlas,2
subject_000175_atlas_in_t1,3
subject_000175_t1_in_atlas,3
subject_000176_atlas_in_t1,3
subject_000176_t1_in_atlas,2
subject_000177_atlas_in_t1,2
subject_000177_t1_in_atlas,2
subject_000178_atlas_in_t1,3
subject_000178_t1_in_atlas,3
subject_000179_atlas_in_t1,3
subject_000179_t1_in_atlas,2
subject_000180_atlas_in_t1,3
subject_000180_t1_in_atlas,3
subject_000182_atlas_in_t1,2
subject_000182_t1_in_atlas,3
subject_000183_atlas_in_t1,3
subject_000183_t1_in_atlas,3
subject_000184_atlas_in_t1,2
subject_000184_t1_in_atlas,3
subject_000185_atlas_in_t1,3
subject_000185_t1_in_atlas,3
subject_000186_atlas_in_t1,2
subject_000186_t1_in_atlas,2
subject_000187_atlas_in_t1,3
subject_000187_t1_in_atlas,3
subject_000188_atlas_in_t1,3
subject_000188_t1_in_atlas,3
subject_000189_atlas_in_t1,3
subject_000189_t1_in_atlas,3
subject_000190_atlas_in_t1,3
subject_000190_t1_in_atlas,3
subject_000191_atlas_in_t1,3
subject_000191_t1_in_atlas,3
subject_000192_atlas_in_t1,3
subject_000192_t1_in_atlas,3
subject_000193_atlas_in_t1,3
subject_000193_t1_in_atlas,3
subject_000194_atlas_in_t1,3
subject_000194_t1_in_atlas,2
subject_000195_atlas_in_t1,2
subject_000195_t1_in_atlas,2
subject_000196_atlas_in_t1,3
subject_000196_t1_in_atlas,3
subject_000197_atlas_in_t1,3
subject_000197_t1_in_atlas,3
subject_000198_atlas_in_t1,3
subject_000198_t1_in_atlas,2
subject_000199_atlas_in_t1,3
subject_000199_t1_in_atlas,3
subject_000200_atlas_in_t1,3
subject_000200_t1_in_atlas,3
subject_000201_atlas_in_t1,3
subject_000201_t1_in_atlas,2
subject_000202_atlas_in_t1,3
subject_000202_t1_in_atlas,3
subject_000203_atlas_in_t1,3
subject_000203_t1_in_atlas,2
subject_000205_atlas_in_t1,3
subject_000205_t1_in_atlas,3
subject_000206_atlas_in_t1,3
subject_000206_t1_in_atlas,3
subject_000207_atlas_in_t1,3
subject_000207_t1_in_atlas,2
subject_000208_atlas_in_t1,3
subject_000208_t1_in_atlas,3
subject_000209_atlas_in_t1,3
subject_000209_t1_in_atlas,3
subject_000210_atlas_in_t1,3
subject_000210_t1_in_atlas,3
subject_000211_atlas_in_t1,2
subject_000211_t1_in_atlas,3
subject_000212_atlas_in_t1,3
subject_000212_t1_in_atlas,3
subject_000213_atlas_in_t1,3
subject_000213_t1_in_atlas,3
subject_000214_atlas_in_t1,3
subject_000214_t1_in_atlas,2
subject_000217_atlas_in_t1,2
subject_000217_t1_in_atlas,3
subject_000218_atlas_in_t1,3
subject_000218_t1_in_atlas,2
subject_000219_atlas_in_t1,3
subject_000219_t1_in_atlas,3
subject_000220_atlas_in_t1,3
subject_000220_t1_in_atlas,3
subject_000221_atlas_in_t1,2
subject_000221_t1_in_atlas,2
subject_000223_atlas_in_t1,3
subject_000223_t1_in_atlas,3
subject_000224_atlas_in_t1,2
subject_000224_t1_in_atlas,3
subject_000226_atlas_in_t1,3
subject_000226_t1_in_atlas,3
subject_000227_atlas_in_t1,2
subject_000227_t1_in_atlas,2
subject_000228_atlas_in_t1,2
subject_000228_t1_in_atlas,3
subject_000229_atlas_in_t1,3
subject_000229_t1_in_atlas,3
subject_000230_atlas_in_t1,3
subject_000230_t1_in_atlas,3
subject_000231_atlas_in_t1,3
subject_000231_t1_in_atlas,3
subject_000232_atlas_in_t1,3
subject_000232_t1_in_atlas,3
subject_000233_atlas_in_t1,2
subject_000233_t1_in_atlas,3
subject_000234_atlas_in_t1,3
subject_000234_t1_in_atlas,3
subject_000235_atlas_in_t1,3
subject_000235_t1_in_atlas,3
subject_000236_atlas_in_t1,3
subject_000236_t1_in_atlas,3
subject_000237_atlas_in_t1,3
subject_000237_t1_in_atlas,3
subject_000238_atlas_in_t1,3
subject_000238_t1_in_atlas,3
subject_000239_atlas_in_t1,3
subject_000239_t1_in_atlas,2
subject_000240_atlas_in_t1,3
subject_000240_t1_in_atlas,3
subject_000241_atlas_in_t1,3
subject_000241_t1_in_atlas,3
subject_000242_atlas_in_t1,3
subject_000242_t1_in_atlas,3
subject_000243_atlas_in_t1,3
subject_000243_t1_in_atlas,3
subject_000244_atlas_in_t1,3
subject_000244_t1_in_atlas,3
subject_000245_atlas_in_t1,2
subject_000245_t1_in_atlas,2
subject_000246_atlas_in_t1,3
subject_000246_t1_in_atlas,3
subject_000247_atlas_in_t1,3
subject_000247_t1_in_atlas,3
subject_000248_atlas_in_t1,3
subject_000248_t1_in_atlas,3
subject_000249_atlas_in_t1,2
subject_000249_t1_in_atlas,3
subject_000250_atlas_in_t1,3
subject_000250_t1_in_atlas,3
subject_000251_atlas_in_t1,3
subject_000251_t1_in_atlas,3
subject_000252_atlas_in_t1,3
subject_000252_t1_in_atlas,2
subject_000255_atlas_in_t1,3
subject_000255_t1_in_atlas,3
subject_000256_atlas_in_t1,3
subject_000256_t1_in_atlas,3
subject_000257_atlas_in_t1,3
subject_000257_t1_in_atlas,3
subject_000259_atlas_in_t1,3
subject_000259_t1_in_atlas,3
subject_000260_atlas_in_t1,3
subject_000260_t1_in_atlas,3
subject_000261_atlas_in_t1,3
subject_000261_t1_in_atlas,2
subject_000262_atlas_in_t1,3
subject_000262_t1_in_atlas,3
subject_000263_atlas_in_t1,3
subject_000263_t1_in_atlas,3
subject_000264_atlas_in_t1,3
subject_000264_t1_in_atlas,3
subject_000266_atlas_in_t1,3
subject_000266_t1_in_atlas,3
subject_000268_atlas_in_t1,3
subject_000268_t1_in_atlas,2
subject_000269_atlas_in_t1,3
subject_000269_t1_in_atlas,2
subject_000270_atlas_in_t1,2
subject_000270_t1_in_atlas,3
subject_000271_atlas_in_t1,3
subject_000271_t1_in_atlas,3
subject_000272_atlas_in_t1,3
subject_000272_t1_in_atlas,2
subject_000273_atlas_in_t1,3
subject_000273_t1_in_atlas,2
subject_000275_atlas_in_t1,3
subject_000275_t1_in_atlas,3
subject_000276_atlas_in_t1,3
subject_000276_t1_in_atlas,2
subject_000277_atlas_in_t1,2
subject_000277_t1_in_atlas,3
subject_000278_atlas_in_t1,3
subject_000278_t1_in_atlas,3
subject_000279_atlas_in_t1,3
subject_000279_t1_in_atlas,3
subject_000280_atlas_in_t1,3
subject_000280_t1_in_atlas,3
subject_000281_atlas_in_t1,3
subject_000281_t1_in_atlas,3
subject_000282_atlas_in_t1,3
subject_000282_t1_in_atlas,3
subject_000283_atlas_in_t1,3
subject_000283_t1_in_atlas,3
subject_000284_atlas_in_t1,3
subject_000284_t1_in_atlas,2
subject_000285_atlas_in_t1,3
subject_000285_t1_in_atlas,3
subject_000286_atlas_in_t1,2
subject_000286_t1_in_atlas,3
subject_000287_atlas_in_t1,3
subject_000287_t1_in_atlas,2
subject_000289_atlas_in_t1,3
subject_000289_t1_in_atlas,3
subject_000290_atlas_in_t1,3
subject_000290_t1_in_atlas,3
subject_000291_atlas_in_t1,3
subject_000291_t1_in_atlas,3
subject_000292_atlas_in_t1,3
subject_000292_t1_in_atlas,3
subject_000294_atlas_in_t1,3
subject_000294_t1_in_atlas,3
subject_000295_atlas_in_t1,3
subject_000295_t1_in_atlas,3
subject_000296_atlas_in_t1,3
subject_000296_t1_in_atlas,2
subject_000297_atlas_in_t1,2
subject_000297_t1_in_atlas,3
subject_000298_atlas_in_t1,3
subject_000298_t1_in_atlas,3
subject_000299_atlas_in_t1,3
subject_000299_t1_in_atlas,3
subject_000300_atlas_in_t1,3
subject_000300_t1_in_atlas,3
subject_000301_atlas_in_t1,3
subject_000301_t1_in_atlas,3
subject_000302_atlas_in_t1,3
subject_000302_t1_in_atlas,2
subject_000303_atlas_in_t1,3
subject_000303_t1_in_atlas,3
subject_000304_atlas_in_t1,3
subject_000304_t1_in_atlas,3
subject_000305_atlas_in_t1,2
subject_000305_t1_in_atlas,2
subject_000306_atlas_in_t1,3
subject_000306_t1_in_atlas,3
subject_000307_atlas_in_t1,3
subject_000307_t1_in_atlas,3
subject_000308_atlas_in_t1,2
subject_000308_t1_in_atlas,3
subject_000309_atlas_in_t1,3
subject_000309_t1_in_atlas,3
subject_000310_atlas_in_t1,3
subject_000310_t1_in_atlas,3
subject_000311_atlas_in_t1,2
subject_000311_t1_in_atlas,2
subject_000312_atlas_in_t1,3
subject_000312_t1_in_atlas,3
subject_000313_atlas_in_t1,2
subject_000313_t1_in_atlas,3
subject_000314_atlas_in_t1,3
subject_000314_t1_in_atlas,3
subject_000315_atlas_in_t1,3
subject_000315_t1_in_atlas,3
subject_000316_atlas_in_t1,3
subject_000316_t1_in_atlas,3
subject_000317_atlas_in_t1,3
subject_000317_t1_in_atlas,3
subject_000318_atlas_in_t1,3
subject_000318_t1_in_atlas,3
subject_000319_atlas_in_t1,2
subject_000319_t1_in_atlas,2
subject_000320_atlas_in_t1,3
subject_000320_t1_in_atlas,3
subject_000321_atlas_in_t1,2
subject_000321_t1_in_atlas,3
subject_000322_atlas_in_t1,2
subject_000322_t1_in_atlas,3
subject_000323_atlas_in_t1,3
subject_000323_t1_in_atlas,3
subject_000324_atlas_in_t1,3
subject_000324_t1_in_atlas,3
subject_000326_atlas_in_t1,3
subject_000326_t1_in_atlas,2
subject_000327_atlas_in_t1,3
subject_000327_t1_in_atlas,3
subject_000328_atlas_in_t1,3
subject_000328_t1_in_atlas,3
subject_000329_atlas_in_t1,3
subject_000329_t1_in_atlas,3
subject_000330_atlas_in_t1,3
subject_000330_t1_in_atlas,2
subject_000332_atlas_in_t1,2
subject_000332_t1_in_atlas,3
subject_000333_atlas_in_t1,3
subject_000333_t1_in_atlas,3
subject_000334_atlas_in_t1,3
subject_000334_t1_in_atlas,3
subject_000335_atlas_in_t1,3
subject_000335_t1_in_atlas,3
subject_000336_atlas_in_t1,3
subject_000336_t1_in_atlas,3
subject_000337_atlas_in_t1,3
subject_000337_t1_in_atlas,3
subject_000338_atlas_in_t1,2
subject_000338_t1_in_atlas,3
subject_000339_atlas_in_t1,3
subject_000339_t1_in_atlas,3
subject_000340_atlas_in_t1,3
subject_000340_t1_in_atlas,3
subject_000341_atlas_in_t1,3
subject_000341_t1_in_atlas,2
subject_000342_atlas_in_t1,3
subject_000342_t1_in_atlas,3
subject_000343_atlas_in_t1,3
subject_000343_t1_in_atlas,3
subject_000345_atlas_in_t1,3
subject_000345_t1_in_atlas,3
subject_000347_atlas_in_t1,2
subject_000347_t1_in_atlas,3
subject_000348_atlas_in_t1,3
subject_000348_t1_in_atlas,2
subject_000349_atlas_in_t1,3
subject_000349_t1_in_atlas,3
subject_000350_atlas_in_t1,2
subject_000350_t1_in_atlas,3
subject_000351_atlas_in_t1,3
subject_000351_t1_in_atlas,3
subject_000352_atlas_in_t1,3
subject_000352_t1_in_atlas,3
subject_000353_atlas_in_t1,3
subject_000353_t1_in_atlas,3
subject_000354_atlas_in_t1,3
subject_000354_t1_in_atlas,3
subject_000355_atlas_in_t1,3
subject_000355_t1_in_atlas,2
subject_000356_atlas_in_t1,2
subject_000356_t1_in_atlas,3
subject_000357_atlas_in_t1,3
subject_000357_t1_in_atlas,3
subject_000358_atlas_in_t1,3
subject_000358_t1_in_atlas,2
subject_000359_atlas_in_t1,3
subject_000359_t1_in_atlas,3
subject_000360_atlas_in_t1,3
subject_000360_t1_in_atlas,2
subject_000361_atlas_in_t1,2
subject_000361_t1_in_atlas,2
subject_000362_atlas_in_t1,3
subject_000362_t1_in_atlas,3
subject_000363_atlas_in_t1,2
subject_000363_t1_in_atlas,3
subject_000364_atlas_in_t1,2
subject_000364_t1_in_atlas,2
subject_000366_atlas_in_t1,3
subject_000366_t1_in_atlas,3
subject_000367_atlas_in_t1,3
subject_000367_t1_in_atlas,3
subject_000368_atlas_in_t1,3
subject_000368_t1_in_atlas,3
subject_000369_atlas_in_t1,3
subject_000369_t1_in_atlas,3
subject_000370_atlas_in_t1,2
subject_000370_t1_in_atlas,3
subject_000371_atlas_in_t1,3
subject_000371_t1_in_atlas,3
subject_000372_atlas_in_t1,3
subject_000372_t1_in_atlas,3
subject_000373_atlas_in_t1,3
subject_000373_t1_in_atlas,3
subject_000374_atlas_in_t1,2
subject_000374_t1_in_atlas,3
subject_000375_atlas_in_t1,2
subject_000375_t1_in_atlas,3
subject_000376_atlas_in_t1,2
subject_000376_t1_in_atlas,3
subject_000377_atlas_in_t1,2
subject_000377_t1_in_atlas,3
subject_000378_atlas_in_t1,3
subject_000378_t1_in_atlas,3
subject_000379_atlas_in_t1,3
subject_000379_t1_in_atlas,3
subject_000380_atlas_in_t1,3
subject_000380_t1_in_atlas,3
subject_000381_atlas_in_t1,2
subject_000381_t1_in_atlas,2
subject_000382_atlas_in_t1,2
subject_000382_t1_in_atlas,3
subject_000383_atlas_in_t1,2
subject_000383_t1_in_atlas,2
subject_000384_atlas_in_t1,2
subject_000384_t1_in_atlas,3
subject_000385_atlas_in_t1,3
subject_000385_t1_in_atlas,3
subject_000387_atlas_in_t1,3
subject_000387_t1_in_atlas,3
subject_000388_atlas_in_t1,3
subject_000388_t1_in_atlas,3
subject_000389_atlas_in_t1,3
subject_000389_t1_in_atlas,3
subject_000390_atlas_in_t1,3
subject_000390_t1_in_atlas,3
subject_000391_atlas_in_t1,3
subject_000391_t1_in_atlas,3
subject_000392_atlas_in_t1,3
subject_000392_t1_in_atlas,2
subject_000393_atlas_in_t1,3
subject_000393_t1_in_atlas,3
subject_000394_atlas_in_t1,3
subject_000394_t1_in_atlas,3
subject_000395_atlas_in_t1,2
subject_000395_t1_in_atlas,3
subject_000396_atlas_in_t1,3
subject_000396_t1_in_atlas,3
subject_000397_atlas_in_t1,2
subject_000397_t1_in_atlas,3
subject_000398_atlas_in_t1,3
subject_000398_t1_in_atlas,3
subject_000399_atlas_in_t1,3
subject_000399_t1_in_atlas,3
subject_000400_atlas_in_t1,3
subject_000400_t1_in_atlas,3
subject_000401_atlas_in_t1,3
subject_000401_t1_in_atlas,2
subject_000402_atlas_in_t1,3
subject_000402_t1_in_atlas,3
subject_000403_atlas_in_t1,3
subject_000403_t1_in_atlas,2
subject_000404_atlas_in_t1,3
subject_000404_t1_in_atlas,3
subject_000405_atlas_in_t1,3
subject_000405_t1_in_atlas,3
subject_000406_atlas_in_t1,3
subject_000406_t1_in_atlas,3
subject_000407_atlas_in_t1,3
subject_000407_t1_in_atlas,2
subject_000408_atlas_in_t1,3
subject_000408_t1_in_atlas,3
subject_000409_atlas_in_t1,3
subject_000409_t1_in_atlas,3
subject_000410_atlas_in_t1,2
subject_000410_t1_in_atlas,3
subject_000411_atlas_in_t1,3
subject_000411_t1_in_atlas,3
subject_000413_atlas_in_t1,3
subject_000413_t1_in_atlas,3
subject_000414_atlas_in_t1,3
subject_000414_t1_in_atlas,3
subject_000415_atlas_in_t1,2
subject_000415_t1_in_atlas,3
subject_000416_atlas_in_t1,3
subject_000416_t1_in_atlas,2
subject_000417_atlas_in_t1,3
subject_000417_t1_in_atlas,3
subject_000418_atlas_in_t1,3
subject_000418_t1_in_atlas,3
subject_000419_atlas_in_t1,3
subject_000419_t1_in_atlas,2
subject_000420_atlas_in_t1,3
subject_000420_t1_in_atlas,3
subject_000421_atlas_in_t1,3
subject_000421_t1_in_atlas,3
subject_000422_atlas_in_t1,3
subject_000422_t1_in_atlas,3
subject_000425_atlas_in_t1,3
subject_000425_t1_in_atlas,2
subject_000426_atlas_in_t1,3
subject_000426_t1_in_atlas,3
subject_000427_atlas_in_t1,3
subject_000427_t1_in_atlas,3
subject_000428_atlas_in_t1,3
subject_000428_t1_in_atlas,2
subject_000429_atlas_in_t1,3
subject_000429_t1_in_atlas,3
subject_000430_atlas_in_t1,3
subject_000430_t1_in_atlas,3
subject_000431_atlas_in_t1,3
subject_000431_t1_in_atlas,3
subject_000432_atlas_in_t1,2
subject_000432_t1_in_atlas,3
subject_000433_atlas_in_t1,3
subject_000433_t1_in_atlas,3
subject_000435_atlas_in_t1,2
subject_000435_t1_in_atlas,2
subject_000436_atlas_in_t1,3
subject_000436_t1_in_atlas,3
subject_000437_atlas_in_t1,3
subject_000437_t1_in_atlas,2
subject_000438_atlas_in_t1,3
subject_000438_t1_in_atlas,3
