sample,count
subject_001503_atlas_in_t1,3
subject_001503_t1_in_atlas,3
subject_001504_atlas_in_t1,3
subject_001504_t1_in_atlas,3
subject_001505_atlas_in_t1,3
subject_001505_t1_in_atlas,2
subject_001506_atlas_in_t1,3
subject_001506_t1_in_atlas,3
subject_001507_atlas_in_t1,3
subject_001507_t1_in_atlas,3
subject_001508_atlas_in_t1,2
subject_001508_t1_in_atlas,3
subject_001509_atlas_in_t1,3
subject_001509_t1_in_atlas,2
subject_001510_atlas_in_t1,3
subject_001510_t1_in_atlas,2
subject_001511_atlas_in_t1,3
subject_001511_t1_in_atlas,3
subject_001512_atlas_in_t1,3
subject_001512_t1_in_atlas,3
subject_001513_atlas_in_t1,3
subject_001513_t1_in_atlas,2
subject_001514_atlas_in_t1,2
subject_001514_t1_in_atlas,3
subject_001515_atlas_in_t1,2
subject_001515_t1_in_atlas,3
subject_001516_atlas_in_t1,2
subject_001516_t1_in_atlas,2
subject_001517_atlas_in_t1,3
subject_001517_t1_in_atlas,3
subject_001519_atlas_in_t1,3
subject_001519_t1_in_atlas,3
subject_001520_atlas_in_t1,3
subject_001520_t1_in_atlas,3
subject_001521_atlas_in_t1,3
subject_001521_t1_in_atlas,2
subject_001522_atlas_in_t1,3
subject_001522_t1_in_atlas,3
subject_001523_atlas_in_t1,3
subject_001523_t1_in_atlas,2
subject_001524_atlas_in_t1,3
subject_001524_t1_in_atlas,3
subject_001525_atlas_in_t1,3
subject_001525_t1_in_atlas,3
subject_001526_atlas_in_t1,2
subject_001526_t1_in_atlas,2
subject_001527_atlas_in_t1,2
subject_001527_t1_in_atlas,3
subject_001528_atlas_in_t1,3
subject_001528_t1_in_atlas,3
subject_001529_atlas_in_t1,2
subject_001529_t1_in_atlas,3
subject_001530_atlas_in_t1,2
subject_001530_t1_in_atlas,3
subject_001531_atlas_in_t1,3
subject_001531_t1_in_atlas,3
subject_001533_atlas_in_t1,2
subject_001533_t1_in_atlas,2
subject_001534_atlas_in_t1,2
subject_001534_t1_in_atlas,3
subject_001535_atlas_in_t1,2
subject_001535_t1_in_atlas,3
subject_001536_atlas_in_t1,3
subject_001536_t1_in_atlas,3
subject_001537_atlas_in_t1,3
subject_001537_t1_in_atlas,3
subject_001538_atlas_in_t1,3
subject_001538_t1_in_atlas,3
subject_001539_atlas_in_t1,3
subject_001539_t1_in_atlas,3
subject_001540_atlas_in_t1,3
subject_001540_t1_in_atlas,2
subject_001541_atlas_in_t1,3
subject_001541_t1_in_atlas,3
subject_001542_atlas_in_t1,3
subject_001542_t1_in_atlas,3
subject_001543_atlas_in_t1,3
subject_001543_t1_in_atlas,3
subject_001544_atlas_in_t1,3
subject_001544_t1_in_atlas,3
subject_001545_atlas_in_t1,2
subject_001545_t1_in_atlas,3
subject_001546_atlas_in_t1,2
subject_001546_t1_in_atlas,3
subject_001547_atlas_in_t1,3
subject_001547_t1_in_atlas,3
subject_001548_atlas_in_t1,3
subject_001548_t1_in_atlas,3
subject_001549_atlas_in_t1,2
subject_001549_t1_in_atlas,3
subject_001550_atlas_in_t1,3
subject_001550_t1_in_atlas,3
subject_001551_atlas_in_t1,3
subject_001551_t1_in_atlas,3
subject_001553_atlas_in_t1,3
subject_001553_t1_in_atlas,3
subject_001555_atlas_in_t1,3
subject_001555_t1_in_atlas,3
subject_001556_atlas_in_t1,3
subject_001556_t1_in_atlas,2
subject_001557_atlas_in_t1,2
subject_001557_t1_in_atlas,3
subject_001558_atlas_in_t1,3
subject_001558_t1_in_atlas,3
subject_001559_atlas_in_t1,3
subject_001559_t1_in_atlas,3
subject_001560_atlas_in_t1,2
subject_001560_t1_in_atlas,2
subject_001561_atlas_in_t1,3
subject_001561_t1_in_atlas,2
subject_001562_atlas_in_t1,2
subject_001562_t1_in_atlas,2
subject_001563_atlas_in_t1,3
subject_001563_t1_in_atlas,3
subject_001564_atlas_in_t1,3
subject_001564_t1_in_atlas,2
subject_001565_atlas_in_t1,2
subject_001565_t1_in_atlas,3
subject_001566_atlas_in_t1,3
subject_001566_t1_in_atlas,3
subject_001568_atlas_in_t1,3
subject_001568_t1_in_atlas,3
subject_001569_atlas_in_t1,2
subject_001569_t1_in_atlas,2
subject_001571_atlas_in_t1,3
subject_001571_t1_in_atlas,3
subject_001572_atlas_in_t1,3
subject_001572_t1_in_atlas,2
subject_001573_atlas_in_t1,3
subject_001573_t1_in_atlas,3
subject_001574_atlas_in_t1,3
subject_001574_t1_in_atlas,3
subject_001575_atlas_in_t1,3
subject_001575_t1_in_atlas,3
subject_001576_atlas_in_t1,2
subject_001576_t1_in_atlas,3
subject_001577_atlas_in_t1,3
subject_001577_t1_in_atlas,3
subject_001579_atlas_in_t1,3
subject_001579_t1_in_atlas,3
subject_001580_atlas_in_t1,3
subject_001580_t1_in_atlas,2
subject_001582_atlas_in_t1,3
subject_001582_t1_in_atlas,3
subject_001583_atlas_in_t1,3
subject_001583_t1_in_atlas,3
subject_001584_atlas_in_t1,3
subject_001584_t1_in_atlas,2
subject_001585_atlas_in_t1,2
subject_001585_t1_in_atlas,3
subject_001586_atlas_in_t1,3
subject_001586_t1_in_atlas,3
subject_001587_atlas_in_t1,3
subject_001587_t1_in_atlas,3
subject_001588_atlas_in_t1,3
subject_001588_t1_in_atlas,3
subject_001589_atlas_in_t1,3
subject_001589_t1_in_atlas,3
subject_001590_atlas_in_t1,3
subject_001590_t1_in_atlas,3
subject_001591_atlas_in_t1,3
subject_001591_t1_in_atlas,3
subject_001592_atlas_in_t1,3
subject_001592_t1_in_atlas,3
subject_001593_atlas_in_t1,3
subject_001593_t1_in_atlas,2
subject_001594_atlas_in_t1,3
subject_001594_t1_in_atlas,2
subject_001595_atlas_in_t1,3
subject_001595_t1_in_atlas,3
subject_001596_atlas_in_t1,3
subject_001596_t1_in_atlas,3
subject_001597_atlas_in_t1,3
subject_001597_t1_in_atlas,2
subject_001598_atlas_in_t1,3
subject_001598_t1_in_atlas,3
subject_001599_atlas_in_t1,2
subject_001599_t1_in_atlas,2
subject_001600_atlas_in_t1,3
subject_001600_t1_in_atlas,3
subject_001601_atlas_in_t1,3
subject_001601_t1_in_atlas,3
subject_001602_atlas_in_t1,3
subject_001602_t1_in_atlas,3
subject_001603_atlas_in_t1,3
subject_001603_t1_in_atlas,2
subject_001604_atlas_in_t1,3
subject_001604_t1_in_atlas,2
subject_001605_atlas_in_t1,3
subject_001605_t1_in_atlas,3
subject_001606_atlas_in_t1,3
subject_001606_t1_in_atlas,3
subject_001607_atlas_in_t1,3
subject_001607_t1_in_atlas,3
subject_001608_atlas_in_t1,3
subject_001608_t1_in_atlas,3
subject_001609_atlas_in_t1,3
subject_001609_t1_in_atlas,3
subject_001610_atlas_in_t1,3
subject_001610_t1_in_atlas,3
subject_001611_atlas_in_t1,3
subject_001611_t1_in_atlas,3
subject_001612_atlas_in_t1,3
subject_001612_t1_in_atlas,3
subject_001613_atlas_in_t1,3
subject_001613_t1_in_atlas,3
subject_001615_atlas_in_t1,3
subject_001615_t1_in_atlas,3
subject_001616_atlas_in_t1,3
subject_001616_t1_in_atlas,2
subject_001618_atlas_in_t1,3
subject_001618_t1_in_atlas,3
subject_001619_atlas_in_t1,3
subject_001619_t1_in_atlas,2
subject_001620_atlas_in_t1,3
subject_001620_t1_in_atlas,3
subject_001622_atlas_in_t1,3
subject_001622_t1_in_atlas,3
subject_001623_atlas_in_t1,2
subject_001623_t1_in_atlas,2
subject_001624_atlas_in_t1,3
subject_001624_t1_in_atlas,3
subject_001625_atlas_in_t1,3
subject_001625_t1_in_atlas,3
subject_001626_atlas_in_t1,3
subject_001626_t1_in_atlas,3
subject_001627_atlas_in_t1,3
subject_001627_t1_in_atlas,3
subject_001628_atlas_in_t1,3
subject_001628_t1_in_atlas,3
subject_001629_atlas_in_t1,3
subject_001629_t1_in_atlas,3
subject_001630_atlas_in_t1,2
subject_001630_t1_in_atlas,3
subject_001631_atlas_in_t1,3
subject_001631_t1_in_atlas,3
subject_001632_atlas_in_t1,3
subject_001632_t1_in_atlas,3
subject_001633_atlas_in_t1,3
subject_001633_t1_in_atlas,2
subject_001634_atlas_in_t1,3
subject_001634_t1_in_atlas,3
subject_001635_atlas_in_t1,2
subject_001635_t1_in_atlas,3
subject_001636_atlas_in_t1,2
subject_001636_t1_in_atlas,3
subject_001637_atlas_in_t1,2
subject_001637_t1_in_atlas,3
subject_001639_atlas_in_t1,3
subject_001639_t1_in_atlas,3
subject_001640_atlas_in_t1,3
subject_001640_t1_in_atlas,3
subject_001641_atlas_in_t1,2
subject_001641_t1_in_atlas,2
subject_001642_atlas_in_t1,3
subject_001642_t1_in_atlas,3
subject_001643_atlas_in_t1,3
subject_001643_t1_in_atlas,3
subject_001644_atlas_in_t1,3
subject_001644_t1_in_atlas,3
subject_001646_atlas_in_t1,3
subject_001646_t1_in_atlas,3
subject_001647_atlas_in_t1,3
subject_001647_t1_in_atlas,2
subject_001648_atlas_in_t1,3
subject_001648_t1_in_atlas,2
subject_001649_atlas_in_t1,3
subject_001649_t1_in_atlas,3
subject_001650_atlas_in_t1,2
subject_001650_t1_in_atlas,3
subject_001651_atlas_in_t1,3
subject_001651_t1_in_atlas,3
subject_001652_atlas_in_t1,2
subject_001652_t1_in_atlas,3
subject_001653_atlas_in_t1,2
subject_001653_t1_in_atlas,2
subject_001654_atlas_in_t1,2
subject_001654_t1_in_atlas,3
subject_001655_atlas_in_t1,3
subject_001655_t1_in_atlas,3
subject_001656_atlas_in_t1,3
subject_001656_t1_in_atlas,3
subject_001657_atlas_in_t1,3
subject_001657_t1_in_atlas,3
subject_001658_atlas_in_t1,3
subject_001658_t1_in_atlas,3
subject_001659_atlas_in_t1,3
subject_001659_t1_in_atlas,3
subject_001660_atlas_in_t1,3
subject_001660_t1_in_atlas,2
subject_001661_atlas_in_t1,3
subject_001661_t1_in_atlas,3
subject_001662_atlas_in_t1,3
subject_001662_t1_in_atlas,3
subject_001663_atlas_in_t1,3
subject_001663_t1_in_atlas,3
subject_001664_atlas_in_t1,3
subject_001664_t1_in_atlas,2
subject_001665_atlas_in_t1,2
subject_001665_t1_in_atlas,2
subject_001666_atlas_in_t1,3
subject_001666_t1_in_atlas,3
subject_001667_atlas_in_t1,3
subject_001667_t1_in_atlas,3
subject_001668_atlas_in_t1,3
subject_001668_t1_in_atlas,2
subject_001669_atlas_in_t1,3
subject_001669_t1_in_atlas,2
subject_001670_atlas_in_t1,3
subject_001670_t1_in_atlas,3
subject_001672_atlas_in_t1,3
subject_001672_t1_in_atlas,3
subject_001674_atlas_in_t1,3
subject_001674_t1_in_atlas,2
subject_001675_atlas_in_t1,3
subject_001675_t1_in_atlas,3
subject_001676_atlas_in_t1,3
subject_001676_t1_in_atlas,3
subject_001677_atlas_in_t1,3
subject_001677_t1_in_atlas,3
subject_001678_atlas_in_t1,3
subject_001678_t1_in_atlas,3
subject_001679_atlas_in_t1,3
subject_001679_t1_in_atlas,3
subject_001680_atlas_in_t1,3
subject_001680_t1_in_atlas,2
subject_001681_atlas_in_t1,3
subject_001681_t1_in_atlas,3
subject_001682_atlas_in_t1,2
subject_001682_t1_in_atlas,3
subject_001683_atlas_in_t1,3
subject_001683_t1_in_atlas,3
subject_001684_atlas_in_t1,3
subject_001684_t1_in_atlas,3
subject_001685_atlas_in_t1,2
subject_001685_t1_in_atlas,3
subject_001687_atlas_in_t1,3
subject_001687_t1_in_atlas,3
subject_001688_atlas_in_t1,2
subject_001688_t1_in_atlas,2
subject_001689_atlas_in_t1,3
subject_001689_t1_in_atlas,3
subject_001690_atlas_in_t1,2
subject_001690_t1_in_atlas,3
subject_001691_atlas_in_t1,3
subject_001691_t1_in_atlas,2
subject_001692_atlas_in_t1,3
subject_001692_t1_in_atlas,2
subject_001693_atlas_in_t1,3
subject_001693_t1_in_atlas,2
subject_001694_atlas_in_t1,2
subject_001694_t1_in_atlas,3
subject_001695_atlas_in_t1,3
subject_001695_t1_in_atlas,3
subject_001696_atlas_in_t1,3
subject_001696_t1_in_atlas,3
subject_001698_atlas_in_t1,3
subject_001698_t1_in_atlas,2
subject_001699_atlas_in_t1,3
subject_001699_t1_in_atlas,3
subject_001700_atlas_in_t1,3
subject_001700_t1_in_atlas,2
subject_001701_atlas_in_t1,3
subject_001701_t1_in_atlas,2
subject_001702_atlas_in_t1,3
subject_001702_t1_in_atlas,3
subject_001703_atlas_in_t1,3
subject_001703_t1_in_atlas,3
subject_001704_atlas_in_t1,2
subject_001704_t1_in_atlas,3
subject_001705_atlas_in_t1,3
subject_001705_t1_in_atlas,2
subject_001706_atlas_in_t1,2
subject_001706_t1_in_atlas,3
subject_001707_atlas_in_t1,3
subject_001707_t1_in_atlas,3
subject_001708_atlas_in_t1,3
subject_001708_t1_in_atlas,3
subject_001709_atlas_in_t1,3
subject_001709_t1_in_atlas,3
subject_001711_atlas_in_t1,3
subject_001711_t1_in_atlas,3
subject_001712_atlas_in_t1,3
subject_001712_t1_in_atlas,2
subject_001713_atlas_in_t1,3
subject_001713_t1_in_atlas,3
subject_001714_atlas_in_t1,3
subject_001714_t1_in_atlas,3
subject_001715_atlas_in_t1,3
subject_001715_t1_in_atlas,3
subject_001716_atlas_in_t1,2
subject_001716_t1_in_atlas,3
subject_001717_atlas_in_t1,3
subject_001717_t1_in_atlas,3
subject_001718_atlas_in_t1,3
subject_001718_t1_in_atlas,3
subject_001719_atlas_in_t1,3
subject_001719_t1_in_atlas,2
subject_001720_atlas_in_t1,2
subject_001720_t1_in_atlas,2
subject_001721_atlas_in_t1,3
subject_001721_t1_in_atlas,3
subject_001722_atlas_in_t1,3
subject_001722_t1_in_atlas,3
subject_001723_atlas_in_t1,2
subject_001723_t1_in_atlas,3
subject_001725_atlas_in_t1,3
subject_001725_t1_in_atlas,3
subject_001726_atlas_in_t1,3
subject_001726_t1_in_atlas,2
subject_001727_atlas_in_t1,3
subject_001727_t1_in_atlas,3
subject_001728_atlas_in_t1,3
subject_001728_t1_in_atlas,3
subject_001729_atlas_in_t1,2
subject_001729_t1_in_atlas,3
subject_001730_atlas_in_t1,2
subject_001730_t1_in_atlas,3
subject_001731_atlas_in_t1,3
subject_001731_t1_in_atlas,3
subject_001732_atlas_in_t1,3
subject_001732_t1_in_atlas,3
subject_001733_atlas_in_t1,3
subject_001733_t1_in_atlas,3
subject_001734_atlas_in_t1,3
subject_001734_t1_in_atlas,3
subject_001735_atlas_in_t1,2
subject_001735_t1_in_atlas,3
subject_001736_atlas_in_t1,3
subject_001736_t1_in_atlas,3
subject_001737_atlas_in_t1,2
subject_001737_t1_in_atlas,3
subject_001738_atlas_in_t1,3
subject_001738_t1_in_atlas,3
subject_001739_atlas_in_t1,3
subject_001739_t1_in_atlas,3
subject_001740_atlas_in_t1,3
subject_001740_t1_in_atlas,3
subject_001741_atlas_in_t1,2
subject_001741_t1_in_atlas,3
subject_001742_atlas_in_t1,3
subject_001742_t1_in_atlas,3
subject_001743_atlas_in_t1,3
subject_001743_t1_in_atlas,3
subject_001744_atlas_in_t1,3
subject_001744_t1_in_atlas,3
subject_001745_atlas_in_t1,3
subject_001745_t1_in_atlas,3
subject_001746_atlas_in_t1,3
subject_001746_t1_in_atlas,3
subject_001747_atlas_in_t1,2
subject_001747_t1_in_atlas,2
subject_001748_atlas_in_t1,3
subject_001748_t1_in_atlas,3
subject_001749_atlas_in_t1,3
subject_001749_t1_in_atlas,3
subject_001750_atlas_in_t1,3
subject_001750_t1_in_atlas,3
subject_001751_atlas_in_t1,3
subject_001751_t1_in_atlas,2
subject_001752_atlas_in_t1,2
subject_001752_t1_in_atlas,3
subject_001753_atlas_in_t1,3
subject_001753_t1_in_atlas,3
subject_001754_atlas_in_t1,3
subject_001754_t1_in_atlas,2
subject_001755_atlas_in_t1,3
subject_001755_t1_in_atlas,3
subject_001756_atlas_in_t1,3
subject_001756_t1_in_atlas,3
subject_001757_atlas_in_t1,2
subject_001757_t1_in_atlas,2
subject_001758_atlas_in_t1,3
subject_001758_t1_in_atlas,3
subject_001759_atlas_in_t1,3
subject_001759_t1_in_atlas,2
subject_001760_atlas_in_t1,3
subject_001760_t1_in_atlas,3
subject_001761_atlas_in_t1,2
subject_001761_t1_in_atlas,3
subject_001762_atlas_in_t1,3
subject_001762_t1_in_atlas,3
subject_001763_atlas_in_t1,3
subject_001763_t1_in_atlas,3
subject_001764_atlas_in_t1,3
subject_001764_t1_in_atlas,3
subject_001765_atlas_in_t1,2
subject_001765_t1_in_atlas,3
subject_001766_atlas_in_t1,3
subject_001766_t1_in_atlas,3
subject_001767_atlas_in_t1,2
subject_001767_t1_in_atlas,3
subject_001768_atlas_in_t1,3
subject_001768_t1_in_atlas,2
subject_001769_atlas_in_t1,3
subject_001769_t1_in_atlas,2
subject_001770_atlas_in_t1,3
subject_001770_t1_in_atlas,3
subject_001771_atlas_in_t1,3
subject_001771_t1_in_atlas,3
subject_001772_atlas_in_t1,2
subject_001772_t1_in_atlas,3
subject_001773_atlas_in_t1,3
subject_001773_t1_in_atlas,3
subject_001774_atlas_in_t1,2
subject_001774_t1_in_atlas,3
subject_001776_atlas_in_t1,3
subject_001776_t1_in_atlas,3
subject_001777_atlas_in_t1,3
subject_001777_t1_in_atlas,2
subject_001778_atlas_in_t1,3
subject_001778_t1_in_atlas,3
subject_001779_atlas_in_t1,3
subject_001779_t1_in_atlas,3
subject_001780_atlas_in_t1,3
subject_001780_t1_in_atlas,2
subject_001781_atlas_in_t1,3
subject_001781_t1_in_atlas,3
subject_001782_atlas_in_t1,3
subject_001782_t1_in_atlas,3
subject_001783_atlas_in_t1,2
subject_001783_t1_in_atlas,3
subject_001784_atlas_in_t1,2
subject_001784_t1_in_atlas,3
subject_001785_atlas_in_t1,3
subject_001785_t1_in_atlas,2
subject_001787_atlas_in_t1,3
subject_001787_t1_in_atlas,3
subject_001788_atlas_in_t1,3
subject_001788_t1_in_atlas,3
subject_001789_atlas_in_t1,3
subject_001789_t1_in_atlas,3
subject_001790_atlas_in_t1,3
subject_001790_t1_in_atlas,2
subject_001791_atlas_in_t1,2
subject_001791_t1_in_atlas,3
subject_001792_atlas_in_t1,3
subject_001792_t1_in_atlas,3
subject_001793_atlas_in_t1,3
subject_001793_t1_in_atlas,2
subject_001794_atlas_in_t1,3
subject_001794_t1_in_atlas,2
subject_001795_atlas_in_t1,3
subject_001795_t1_in_atlas,3
subject_001796_atlas_in_t1,3
subject_001796_t1_in_atlas,3
subject_001797_atlas_in_t1,3
subject_001797_t1_in_atlas,3
subject_001798_atlas_in_t1,2
subject_001798_t1_in_atlas,3
subject_001799_atlas_in_t1,3
subject_001799_t1_in_atlas,3
subject_001800_atlas_in_t1,2
subject_001800_t1_in_atlas,3
subject_001801_atlas_in_t1,3
subject_001801_t1_in_atlas,3
subject_001802_atlas_in_t1,2
subject_001802_t1_in_atlas,2
subject_001803_atlas_in_t1,3
subject_001803_t1_in_atlas,2
subject_001804_atlas_in_t1,2
subject_001804_t1_in_atlas,3
subject_001806_atlas_in_t1,3
subject_001806_t1_in_atlas,3
subject_001807_atlas_in_t1,2
subject_001807_t1_in_atlas,3
subject_001808_atlas_in_t1,3
subject_001808_t1_in_atlas,2
subject_001809_atlas_in_t1,3
subject_001809_t1_in_atlas,3
subject_001810_atlas_in_t1,3
subject_001810_t1_in_atlas,2
subject_001811_atlas_in_t1,3
subject_001811_t1_in_atlas,2
subject_001812_atlas_in_t1,2
subject_001812_t1_in_atlas,3
subject_001813_atlas_in_t1,3
subject_001813_t1_in_atlas,3
subject_001814_atlas_in_t1,2
subject_001814_t1_in_atlas,3
subject_001815_atlas_in_t1,2
subject_001815_t1_in_atlas,2
subject_001816_atlas_in_t1,3
subject_001816_t1_in_atlas,3
subject_001817_atlas_in_t1,3
subject_001817_t1_in_atlas,2
subject_001819_atlas_in_t1,3
subject_001819_t1_in_atlas,2
subject_001820_atlas_in_t1,3
subject_001820_t1_in_atlas,3
subject_001821_atlas_in_t1,2
subject_001821_t1_in_atlas,3
subject_001822_atlas_in_t1,3
subject_001822_t1_in_atlas,2
subject_001823_atlas_in_t1,3
subject_001823_t1_in_atlas,2
subject_001824_atlas_in_t1,3
subject_001824_t1_in_atlas,3
subject_001825_atlas_in_t1,3
subject_001825_t1_in_atlas,3
subject_001826_atlas_in_t1,3
subject_001826_t1_in_atlas,2
subject_001827_atlas_in_t1,3
subject_001827_t1_in_atlas,3
subject_001830_atlas_in_t1,3
subject_001830_t1_in_atlas,3
subject_001831_atlas_in_t1,2
subject_001831_t1_in_atlas,2
subject_001832_atlas_in_t1,3
subject_001832_t1_in_atlas,3
subject_001833_atlas_in_t1,3
subject_001833_t1_in_atlas,3
subject_001834_atlas_in_t1,2
subject_001834_t1_in_atlas,2
subject_001835_atlas_in_t1,3
subject_001835_t1_in_atlas,3
subject_001836_atlas_in_t1,3
subject_001836_t1_in_atlas,3
subject_001837_atlas_in_t1,3
subject_001837_t1_in_atlas,3
subject_001839_atlas_in_t1,2
subject_001839_t1_in_atlas,2
subject_001840_atlas_in_t1,3
subject_001840_t1_in_atlas,3
subject_001841_atlas_in_t1,2
subject_001841_t1_in_atlas,3
subject_001842_atlas_in_t1,3
subject_001842_t1_in_atlas,3
subject_001843_atlas_in_t1,3
subject_001843_t1_in_atlas,3
subject_001844_atlas_in_t1,3
subject_001844_t1_in_atlas,3
subject_001845_atlas_in_t1,3
subject_001845_t1_in_atlas,3
subject_001846_atlas_in_t1,3
subject_001846_t1_in_atlas,3
subject_001847_atlas_in_t1,3
subject_001847_t1_in_atlas,3
subject_001848_atlas_in_t1,3
subject_001848_t1_in_atlas,2
subject_001849_atlas_in_t1,3
subject_001849_t1_in_atlas,3
subject_001850_atlas_in_t1,3
subject_001850_t1_in_atlas,3
subject_001851_atlas_in_t1,3
subject_001851_t1_in_atlas,2
subject_001852_atlas_in_t1,2
subject_001852_t1_in_atlas,3
subject_001853_atlas_in_t1,3
subject_001853_t1_in_atlas,3
subject_001854_atlas_in_t1,3
subject_001854_t1_in_atlas,3
subject_001855_atlas_in_t1,3
subject_001855_t1_in_atlas,3
subject_001856_atlas_in_t1,3
subject_001856_t1_in_atlas,3
subject_001857_atlas_in_t1,3
subject_001857_t1_in_atlas,3
subject_001858_atlas_in_t1,2
subject_001858_t1_in_atlas,3
subject_001859_atlas_in_t1,3
subject_001859_t1_in_atlas,3
subject_001860_atlas_in_t1,3
subject_001860_t1_in_atlas,3
subject_001861_atlas_in_t1,3
subject_001861_t1_in_atlas,3
subject_001862_atlas_in_t1,3
subject_001862_t1_in_atlas,3
subject_001863_atlas_in_t1,3
subject_001863_t1_in_atlas,3
subject_001864_atlas_in_t1,2
subject_001864_t1_in_atlas,3
subject_001865_atlas_in_t1,2
subject_001865_t1_in_atlas,3
subject_001866_atlas_in_t1,3
subject_001866_t1_in_atlas,2
subject_001868_atlas_in_t1,3
subject_001868_t1_in_atlas,3
subject_001869_atlas_in_t1,3
subject_001869_t1_in_atlas,3
subject_001870_atlas_in_t1,3
subject_001870_t1_in_atlas,3
subject_001871_atlas_in_t1,3
subject_001871_t1_in_atlas,2
subject_001872_atlas_in_t1,3
subject_001872_t1_in_atlas,3
subject_001873_atlas_in_t1,3
subject_001873_t1_in_atlas,3
subject_001874_atlas_in_t1,3
subject_001874_t1_in_atlas,3
subject_001875_atlas_in_t1,2
subject_001875_t1_in_atlas,3
subject_001876_atlas_in_t1,3
subject_001876_t1_in_atlas,3
subject_001877_atlas_in_t1,2
subject_001877_t1_in_atlas,3
subject_001878_atlas_in_t1,3
subject_001878_t1_in_atlas,2
subject_001879_atlas_in_t1,3
subject_001879_t1_in_atlas,3
subject_001880_atlas_in_t1,3
subject_001880_t1_in_atlas,3
subject_001881_atlas_in_t1,3
subject_001881_t1_in_atlas,2
subject_001882_atlas_in_t1,3
subject_001882_t1_in_atlas,3
subject_001883_atlas_in_t1,3
subject_001883_t1_in_atlas,3
subject_001884_atlas_in_t1,3
subject_001884_t1_in_atlas,3
subject_001885_atlas_in_t1,3
subject_001885_t1_in_atlas,3
subject_001886_atlas_in_t1,3
subject_001886_t1_in_atlas,3
subject_001887_atlas_in_t1,3
subject_001887_t1_in_atlas,3
subject_001888_atlas_in_t1,3
subject_001888_t1_in_atlas,3
subject_001889_atlas_in_t1,3
subject_001889_t1_in_atlas,2
subject_001890_atlas_in_t1,3
subject_001890_t1_in_atlas,2
subject_001891_atlas_in_t1,3
subject_001891_t1_in_atlas,3
subject_001892_atlas_in_t1,3
subject_001892_t1_in_atlas,3
subject_001893_atlas_in_t1,2
subject_001893_t1_in_atlas,3
subject_001894_atlas_in_t1,3
subject_001894_t1_in_atlas,3
subject_001895_atlas_in_t1,3
subject_001895_t1_in_atlas,2
subject_001896_atlas_in_t1,3
subject_001896_t1_in_atlas,3
subject_001897_atlas_in_t1,3
subject_001897_t1_in_atlas,3
subject_001898_atlas_in_t1,3
subject_001898_t1_in_atlas,3
subject_001899_atlas_in_t1,3
subject_001899_t1_in_atlas,3
subject_001900_atlas_in_t1,2
subject_001900_t1_in_atlas,3
subject_001901_atlas_in_t1,2
subject_001901_t1_in_atlas,2
subject_001902_atlas_in_t1,3
subject_001902_t1_in_atlas,3
subject_001903_atlas_in_t1,3
subject_001903_t1_in_atlas,3
subject_001904_atlas_in_t1,3
subject_001904_t1_in_atlas,3
subject_001905_atlas_in_t1,3
subject_001905_t1_in_atlas,3
subject_001906_atlas_in_t1,3
subject_001906_t1_in_atlas,3
subject_001907_atlas_in_t1,3
subject_001907_t1_in_atlas,3
subject_001908_atlas_in_t1,3
subject_001908_t1_in_atlas,3
subject_001909_atlas_in_t1,3
subject_001909_t1_in_atlas,3
subject_001910_atlas_in_t1,3
subject_001910_t1_in_atlas,2
subject_001911_atlas_in_t1,3
subject_001911_t1_in_atlas,2
subject_001912_atlas_in_t1,3
subject_001912_t1_in_atlas,2
subject_001913_atlas_in_t1,2
subject_001913_t1_in_atlas,3
subject_001915_atlas_in_t1,3
subject_001915_t1_in_atlas,3
subject_001916_atlas_in_t1,3
subject_001916_t1_in_atlas,3
subject_001917_atlas_in_t1,2
subject_001917_t1_in_atlas,3
subject_001918_atlas_in_t1,2
subject_001918_t1_in_atlas,3
subject_001919_atlas_in_t1,3
subject_001919_t1_in_atlas,3
subject_001920_atlas_in_t1,3
subject_001920_t1_in_atlas,3
subject_001921_atlas_in_t1,3
subject_001921_t1_in_atlas,2
subject_001922_atlas_in_t1,3
subject_001922_t1_in_atlas,3
subject_001923_atlas_in_t1,3
subject_001923_t1_in_atlas,3
subject_001924_atlas_in_t1,3
subject_001924_t1_in_atlas,3
subject_001925_atlas_in_t1,3
subject_001925_t1_in_atlas,3
subject_001926_atlas_in_t1,3
subject_001926_t1_in_atlas,3
subject_001927_atlas_in_t1,3
subject_001927_t1_in_atlas,2
subject_001928_atlas_in_t1,3
subject_001928_t1_in_atlas,3
subject_001929_atlas_in_t1,3
subject_001929_t1_in_atlas,3
subject_001930_atlas_in_t1,3
subject_001930_t1_in_atlas,3
subject_001932_atlas_in_t1,3
subject_001932_t1_in_atlas,3
subject_001933_atlas_in_t1,3
subject_001933_t1_in_atlas,3
subject_001934_atlas_in_t1,3
subject_001934_t1_in_atlas,3
subject_001935_atlas_in_t1,3
subject_001935_t1_in_atlas,3
subject_001936_atlas_in_t1,3
subject_001936_t1_in_atlas,3
subject_001937_atlas_in_t1,3
subject_001937_t1_in_atlas,3
subject_001938_atlas_in_t1,3
subject_001938_t1_in_atlas,3
subject_001939_atlas_in_t1,2
subject_001939_t1_in_atlas,3
subject_001940_atlas_in_t1,3
subject_001940_t1_in_atlas,3
subject_001941_atlas_in_t1,3
subject_001941_t1_in_atlas,3
subject_001942_atlas_in_t1,3
subject_001942_t1_in_atlas,3
subject_001943_atlas_in_t1,2
